コード,銘柄名,市場・商品区分
3591,ワコールホールディングス,プライム（内国株式）
3593,ホギメディカル,プライム（内国株式）
3597,自重堂,スタンダード（内国株式）
3598,山喜,スタンダード（内国株式）
359A,ＮＥＸＴ　ＳＴＡＧＥ,PRO Market
3600,フジックス,スタンダード（内国株式）
3607,クラウディアホールディングス,スタンダード（内国株式）
3608,ＴＳＩホールディングス,プライム（内国株式）
360A,東証ＲＥＩＴ　Ｃｏｒｅ　ＥＴＦ,ETF・ETN
3611,マツオカコーポレーション,スタンダード（内国株式）
3612,ワールド,プライム（内国株式）
361A,リビングハウス,PRO Market
3622,ネットイヤーグループ,グロース（内国株式）
3623,ビリングシステム,グロース（内国株式）
3624,アクセルマーク,グロース（内国株式）
3625,テックファームホールディングス,グロース（内国株式）
3626,ＴＩＳ,プライム（内国株式）
3627,テクミラホールディングス,スタンダード（内国株式）
3628,データホライゾン,グロース（内国株式）
362A,エクシオホールディングス,PRO Market
3632,グリーホールディングス,プライム（内国株式）
3633,ＧＭＯペパボ,スタンダード（内国株式）
3634,ソケッツ,スタンダード（内国株式）
3635,コーエーテクモホールディングス,プライム（内国株式）
3636,三菱総合研究所,プライム（内国株式）
3639,ボルテージ,スタンダード（内国株式）
363A,ｉＦｒｅｅＥＴＦ　英国ＦＴＳＥ１００,ETF・ETN
3640,電算,スタンダード（内国株式）
3641,パピレス,スタンダード（内国株式）
3645,メディカルネット,グロース（内国株式）
3646,駅探,グロース（内国株式）
3647,アスリナ,スタンダード（内国株式）
3648,ＡＧＳ,スタンダード（内国株式）
3649,ファインデックス,プライム（内国株式）
364A,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　配当貴族指数連動型上場投信,ETF・ETN
3652,ディジタルメディアプロフェッショナル,グロース（内国株式）
3653,モルフォ,グロース（内国株式）
3655,ブレインパッド,プライム（内国株式）
3656,ＫＬａｂ,プライム（内国株式）
3657,ポールトゥウィンホールディングス,プライム（内国株式）
3659,ネクソン,プライム（内国株式）
365A,伊澤タオル,スタンダード（内国株式）
3660,アイスタイル,プライム（内国株式）
3661,エムアップホールディングス,プライム（内国株式）
3662,エイチームホールディングス,プライム（内国株式）
3663,セルシス,プライム（内国株式）
3664,モブキャストホールディングス,グロース（内国株式）
3665,エニグモ,プライム（内国株式）
3667,ｅｎｉｓｈ,スタンダード（内国株式）
3668,コロプラ,プライム（内国株式）
366A,ウェルネス・コミュニケーションズ,グロース（内国株式）
3670,協立情報通信,スタンダード（内国株式）
3671,ソフトマックス,スタンダード（内国株式）
3672,オルトプラス,スタンダード（内国株式）
3673,ブロードリーフ,プライム（内国株式）
3674,オークファン,グロース（内国株式）
3675,クロス・マーケティンググループ,スタンダード（内国株式）
3676,デジタルハーツホールディングス,プライム（内国株式）
3678,メディアドゥ,プライム（内国株式）
3679,じげん,プライム（内国株式）
367A,プリモグローバルホールディングス,スタンダード（内国株式）
3680,ホットリンク,グロース（内国株式）
3681,ブイキューブ,プライム（内国株式）
3682,エンカレッジ・テクノロジ,スタンダード（内国株式）
3683,サイバーリンクス,スタンダード（内国株式）
3686,ディー・エル・イー,スタンダード（内国株式）
3687,フィックスターズ,プライム（内国株式）
368A,北里コーポレーション,プライム（内国株式）
3690,イルグルム,スタンダード（内国株式）
3691,デジタルプラス,グロース（内国株式）
3692,ＦＦＲＩセキュリティ,グロース（内国株式）
3694,オプティム,プライム（内国株式）
3695,ＧＭＯプロダクトプラットフォーム,グロース（内国株式）
3696,セレス,プライム（内国株式）
3697,ＳＨＩＦＴ,プライム（内国株式）
3698,ＣＲＩ・ミドルウェア,スタンダード（内国株式）
369A,エータイ,グロース（内国株式）
3708,特種東海製紙,プライム（内国株式）
370A,リバイブル,PRO Market
3710,ジョルダン,スタンダード（内国株式）
3712,情報企画,スタンダード（内国株式）
3719,ＡＩストーム,スタンダード（内国株式）
371A,デージーネット,PRO Market
3723,日本ファルコム,グロース（内国株式）
3726,フォーシーズＨＤ,スタンダード（内国株式）
3727,アプリックス,グロース（内国株式）
372A,レント,スタンダード（内国株式）
3733,ソフトウェア・サービス,スタンダード（内国株式）
373A,リップス,グロース（内国株式）
3741,セック,プライム（内国株式）
3744,サイオス,スタンダード（内国株式）
3747,インタートレード,スタンダード（内国株式）
374A,樋口総合研究所,PRO Market
3750,ＡＤＲ１２０Ｓ,スタンダード（内国株式）
3753,フライトソリューションズ,スタンダード（内国株式）
3758,アエリア,スタンダード（内国株式）
375A,ＹＡＫホールディングス,PRO Market
3760,ケイブ,スタンダード（内国株式）
3762,テクマトリックス,プライム（内国株式）
3763,プロシップ,プライム（内国株式）
3765,ガンホー・オンライン・エンターテイメント,プライム（内国株式）
3766,システムズ・デザイン,スタンダード（内国株式）
3768,リスクモンスター,スタンダード（内国株式）
3769,ＧＭＯペイメントゲートウェイ,プライム（内国株式）
376A,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（７５％為替ヘッジあり）連動型上場投信,ETF・ETN
3771,システムリサーチ,プライム（内国株式）
3772,ウェルス・マネジメント,スタンダード（内国株式）
3773,アドバンスト・メディア,グロース（内国株式）
3774,インターネットイニシアティブ,プライム（内国株式）
3776,ブロードバンドタワー,スタンダード（内国株式）
3777,環境フレンドリーホールディングス,グロース（内国株式）
3778,さくらインターネット,プライム（内国株式）
3779,ジェイ・エスコムホールディングス,スタンダード（内国株式）
3787,テクノマセマティカル,スタンダード（内国株式）
3788,ＧＭＯグローバルサイン・ホールディングス,プライム（内国株式）
378A,ヒット,グロース（内国株式）
3791,ＩＧポート,スタンダード（内国株式）
3793,ドリコム,グロース（内国株式）
3796,いい生活,スタンダード（内国株式）
3798,ＵＬＳグループ,スタンダード（内国株式）
3799,キーウェアソリューションズ,スタンダード（内国株式）
379A,グローバルＸ　Ｓ＆Ｐ５００　ＥＴＦ（ダイナミック・プロテクション）,ETF・ETN
3800,ユニリタ,スタンダード（内国株式）
3802,エコミック,スタンダード（内国株式）
3803,イメージ情報開発,グロース（内国株式）
3804,システム　ディ,スタンダード（内国株式）
3807,フィスコ,グロース（内国株式）
380A,グローバルＸ　チャイナテック　ＥＴＦ,ETF・ETN
3810,サイバーステップホールディングス,スタンダード（内国株式）
3815,メディア工房,グロース（内国株式）
3816,大和コンピューター,スタンダード（内国株式）
3817,ＳＲＡホールディングス,プライム（内国株式）
381A,ｉＦｒｅｅＥＴＦ　米国国債３－５年（為替ヘッジなし）,ETF・ETN
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,スタンダード（内国株式）
3825,リミックスポイント,スタンダード（内国株式）
3826,システムインテグレータ,スタンダード（内国株式）
382A,ｉＦｒｅｅＥＴＦ　米国国債３－５年（為替ヘッジあり）,ETF・ETN
3834,朝日ネット,プライム（内国株式）
3835,ｅＢＡＳＥ,プライム（内国株式）
3836,アバントグループ,プライム（内国株式）
3837,アドソル日進,プライム（内国株式）
3839,ＯＤＫソリューションズ,スタンダード（内国株式）
383A,ＭＡＸＩＳ　Ｓ＆Ｐ５００均等ウェイト上場投信,ETF・ETN
